sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
CR-C01-001-A0018,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.032528267,0.000000000,0.000000000
CR-C01-001-A0019,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.028530500,0.000000000,0.000000000
CR-C01-001-A0020,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.029587775,0.000000000,0.000000000
CR-C01-001-A0021,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.031382929,0.000000000,0.000000000
CR-C01-001-A0022,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.032233873,0.000000000,0.000000000
CR-C01-001-A0023,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.032576749,0.000000000,0.000000000
CR-C01-001-A0024,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.029823593,0.000000000,0.000000000
CR-C01-001-A0025,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.030567744,0.000000000,0.000000000
CR-C01-001-A0026,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.030909733,0.000000000,0.000000000
CR-C01-001-A0027,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.032740303,0.000000000,0.000000000
CR-C01-001-A0028,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.030266236,0.000000000,0.000000000
CR-C01-001-A0029,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.028743518,0.000000000,0.000000000
CR-C01-001-A0030,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.030993007,0.000000000,0.000000000
CR-C01-001-A0031,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.035590168,0.000000000,0.000000000
CR-C01-001-A0032,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.032880289,0.000000000,0.000000000
CR-C01-001-A0033,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.036037472,0.000000000,0.000000000
CR-C01-001-A0034,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.030557036,0.000000000,0.000000000
CR-C01-001-A0035,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.032422259,0.000000000,0.000000000
CR-C01-001-A0036,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.032594653,0.000000000,0.000000000
CR-C01-001-A0037,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.035823228,0.000000000,0.000000000
CR-C01-001-A0038,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.033354990,0.000000000,0.000000000
CR-C01-001-A0039,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.034945059,0.000000000,0.000000000
CR-C01-001-A0040,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.039945480,0.000000000,0.000000000
CR-C01-001-A0041,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.037499205,0.000000000,0.000000000
CR-C01-001-A0042,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.036297500,0.000000000,0.000000000
CR-C01-001-A0043,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.038763962,0.000000000,0.000000000
CR-C01-001-A0044,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.036359792,0.000000000,0.000000000
CR-C01-001-A0045,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.034860371,0.000000000,0.000000000
CR-C01-001-A0046,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.036513099,0.000000000,0.000000000
CR-C01-001-A0047,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.037850707,0.000000000,0.000000000
CR-C01-001-A0048,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.037580494,0.000000000,0.000000000
CR-C01-001-A0049,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.034877279,0.000000000,0.000000000
CR-C01-001-A0050,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.041459967,0.000000000,0.000000000
CR-C01-001-A0051,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.037493041,0.000000000,0.000000000
CR-C01-001-A0052,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.041334651,0.000000000,0.000000000
CR-C01-001-A0053,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.035995614,0.000000000,0.000000000
CR-C01-001-A0054,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.036250332,0.000000000,0.000000000
CR-C01-001-A0055,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.038378729,0.000000000,0.000000000
CR-C01-001-A0056,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.042926092,0.000000000,0.000000000
CR-C01-001-A0057,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.040937656,0.000000000,0.000000000
CR-C01-001-A0058,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.041593484,0.000000000,0.000000000
CR-C01-001-A0059,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.037735323,0.000000000,0.000000000
CR-C01-001-A0060,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.037910586,0.000000000,0.000000000
CR-C01-001-A0061,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.039113720,0.000000000,0.000000000
CR-C01-001-A0062,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.041842827,0.000000000,0.000000000
CR-C01-001-A0063,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.039041087,0.000000000,0.000000000
CR-C01-001-A0064,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.038085368,0.000000000,0.000000000
CR-C01-001-A0065,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.044193792,0.000000000,0.000000000
CR-C01-001-A0066,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.040530568,0.000000000,0.000000000
CR-C01-001-A0067,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.051420039,0.000000000,0.000000000
CR-C01-001-A0068,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.046539775,0.000000000,0.000000000
CR-C01-001-A0069,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.045750145,0.000000000,0.000000000
CR-C01-001-A0070,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.043275007,0.000000000,0.000000000
CR-C01-001-A0071,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.042493683,0.000000000,0.000000000
CR-C01-001-A0072,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.040675315,0.000000000,0.000000000
CR-C01-001-A0073,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.043064221,0.000000000,0.000000000
CR-C01-001-A0074,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.044017938,0.000000000,0.000000000
CR-C01-001-A0075,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.047301098,0.000000000,0.000000000
CR-C01-001-A0076,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.044387426,0.000000000,0.000000000
CR-C01-001-A0077,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.044940549,0.000000000,0.000000000
CR-C01-001-A0078,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.046110113,0.000000000,0.000000000
CR-C01-001-A0079,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.044344614,0.000000000,0.000000000
CR-C01-001-A0080,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.049591198,0.000000000,0.000000000
CR-C01-001-A0081,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.042529752,0.000000000,0.000000000
CR-C01-001-A0082,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.049663788,0.000000000,0.000000000
CR-C01-001-A0083,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.047545041,0.000000000,0.000000000
CR-C01-001-A0084,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.051431897,0.000000000,0.000000000
CR-C01-001-A0085,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.050354754,0.000000000,0.000000000
CR-C01-001-A0086,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.048414047,0.000000000,0.000000000
CR-C01-001-A0087,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.047194825,0.000000000,0.000000000
CR-C01-001-A0088,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,174.000000000,176.000000000,2.000000000,0.045963217,0.000000000,0.000000000
CR-C01-001-A0089,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,176.000000000,178.000000000,2.000000000,0.045825145,0.000000000,0.000000000
CR-C01-001-A0090,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,178.000000000,180.000000000,2.000000000,0.047520191,0.000000000,0.000000000
CR-C01-001-A0091,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,180.000000000,182.000000000,2.000000000,0.053978579,0.000000000,0.000000000
CR-C01-001-A0092,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,182.000000000,184.000000000,2.000000000,0.042178176,0.000000000,0.000000000
CR-C01-001-A0093,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,184.000000000,186.000000000,2.000000000,0.051224472,0.000000000,0.000000000
CR-C01-001-A0094,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,186.000000000,188.000000000,2.000000000,0.050740848,0.000000000,0.000000000
CR-C01-001-A0095,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,188.000000000,190.000000000,2.000000000,0.050043578,0.000000000,0.000000000
CR-C01-001-A0096,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,190.000000000,192.000000000,2.000000000,0.051438052,0.000000000,0.000000000
CR-C01-001-A0097,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,192.000000000,194.000000000,2.000000000,0.050467676,0.000000000,0.000000000
CR-C01-001-A0098,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,194.000000000,196.000000000,2.000000000,0.054031340,0.000000000,0.000000000
CR-C01-001-A0099,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,196.000000000,198.000000000,2.000000000,0.053381810,0.000000000,0.000000000
CR-C01-001-A0100,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,198.000000000,200.000000000,2.000000000,0.050571404,0.000000000,0.000000000
CR-C01-001-A0101,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,200.000000000,202.000000000,2.000000000,0.049507584,0.000000000,0.000000000
CR-C01-001-A0102,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,202.000000000,204.000000000,2.000000000,0.050432353,0.000000000,0.000000000
CR-C01-001-A0103,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,204.000000000,206.000000000,2.000000000,0.046206785,0.000000000,0.000000000
CR-C01-001-A0104,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,206.000000000,208.000000000,2.000000000,0.048880520,0.000000000,0.000000000
CR-C01-001-A0105,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,208.000000000,210.000000000,2.000000000,0.047207271,0.000000000,0.000000000
CR-C01-001-A0106,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,210.000000000,212.000000000,2.000000000,0.048481854,0.000000000,0.000000000
CR-C01-001-A0107,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,212.000000000,214.000000000,2.000000000,0.047817787,0.000000000,0.000000000
CR-C01-001-A0108,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,214.000000000,216.000000000,2.000000000,0.049451119,0.000000000,0.000000000
CR-C01-001-A0109,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,216.000000000,218.000000000,2.000000000,0.050987247,0.000000000,0.000000000
CR-C01-001-A0110,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,218.000000000,220.000000000,2.000000000,0.046696341,0.000000000,0.000000000
CR-C01-001-A0111,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,220.000000000,222.000000000,2.000000000,0.049880377,0.000000000,0.000000000
CR-C01-001-A0112,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,222.000000000,224.000000000,2.000000000,0.047915390,0.000000000,0.000000000
CR-C01-001-A0113,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,224.000000000,226.000000000,2.000000000,0.044227930,0.000000000,0.000000000
CR-C01-001-A0114,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,226.000000000,228.000000000,2.000000000,0.044746602,0.000000000,0.000000000
CR-C01-001-A0115,CR-C01-001,DS04,cerro_rojo,CAMPAIGN_01,228.000000000,230.000000000,2.000000000,0.048407300,0.000000000,0.000000000
CR-C01-002-A0001,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.096472633,0.000000000,0.000000000
CR-C01-002-A0002,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.101846546,0.000000000,0.000000000
CR-C01-002-A0003,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.103731490,0.000000000,0.000000000
CR-C01-002-A0004,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.101120790,0.000000000,0.000000000
CR-C01-002-A0005,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.105404968,0.000000000,0.000000000
CR-C01-002-A0006,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.101410487,0.000000000,0.000000000
CR-C01-002-A0007,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.109631368,0.000000000,0.000000000
CR-C01-002-A0008,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.122376923,0.000000000,0.000000000
CR-C01-002-A0009,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.110897828,0.000000000,0.000000000
CR-C01-002-A0010,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.115088684,0.000000000,0.000000000
CR-C01-002-A0011,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.118500256,0.000000000,0.000000000
CR-C01-002-A0012,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.124265926,0.000000000,0.000000000
CR-C01-002-A0013,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.129538417,0.000000000,0.000000000
CR-C01-002-A0014,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.139872909,0.000000000,0.000000000
CR-C01-002-A0015,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.135296616,0.000000000,0.000000000
CR-C01-002-A0016,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.127928139,0.000000000,0.000000000
CR-C01-002-A0017,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.148074801,0.000000000,0.000000000
CR-C01-002-A0018,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.152421766,0.000000000,0.000000000
CR-C01-002-A0019,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.162690459,0.000000000,0.000000000
CR-C01-002-A0020,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.168118766,0.000000000,0.000000000
CR-C01-002-A0021,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.152677675,0.000000000,0.000000000
CR-C01-002-A0022,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.176944208,0.000000000,0.000000000
CR-C01-002-A0023,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.165912305,0.000000000,0.000000000
CR-C01-002-A0024,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.170538886,0.000000000,0.000000000
CR-C01-002-A0025,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.182837374,0.000000000,0.000000000
CR-C01-002-A0026,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.180284103,0.000000000,0.000000000
CR-C01-002-A0027,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.187288563,0.000000000,0.000000000
CR-C01-002-A0028,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.189083773,0.000000000,0.000000000
CR-C01-002-A0029,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.192115836,0.000000000,0.000000000
CR-C01-002-A0030,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.201417527,0.000000000,0.000000000
CR-C01-002-A0031,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.199599752,0.000000000,0.000000000
CR-C01-002-A0032,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.218614360,0.000000000,0.000000000
CR-C01-002-A0033,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.222283988,0.000000000,0.000000000
CR-C01-002-A0034,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.218597049,0.000000000,0.000000000
CR-C01-002-A0035,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.211920618,0.000000000,0.000000000
CR-C01-002-A0036,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.218232391,0.000000000,0.000000000
CR-C01-002-A0037,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.241425193,0.000000000,0.000000000
CR-C01-002-A0038,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.230349933,0.000000000,0.000000000
CR-C01-002-A0039,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.251784209,0.000000000,0.000000000
CR-C01-002-A0040,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.230851598,0.000000000,0.000000000
CR-C01-002-A0041,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.262049279,0.000000000,0.000000000
CR-C01-002-A0042,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.259448497,0.000000000,0.000000000
CR-C01-002-A0043,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.264533913,0.000000000,0.000000000
CR-C01-002-A0044,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.254264073,0.000000000,0.000000000
CR-C01-002-A0045,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.272077745,0.000000000,0.000000000
CR-C01-002-A0046,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.277697473,0.000000000,0.000000000
CR-C01-002-A0047,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.295205472,0.000000000,0.000000000
CR-C01-002-A0048,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.283895550,0.000000000,0.000000000
CR-C01-002-A0049,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.299636905,0.000000000,0.000000000
CR-C01-002-A0050,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.328269303,0.000000000,0.000000000
CR-C01-002-A0051,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.303512492,0.000000000,0.000000000
CR-C01-002-A0052,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.303144622,0.000000000,0.000000000
CR-C01-002-A0053,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.337035946,0.000000000,0.000000000
CR-C01-002-A0054,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.316664441,0.000000000,0.000000000
CR-C01-002-A0055,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.329049233,0.000000000,0.000000000
CR-C01-002-A0056,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.348907197,0.000000000,0.000000000
CR-C01-002-A0057,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.312619826,0.000000000,0.000000000
CR-C01-002-A0058,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.347914036,0.000000000,0.000000000
CR-C01-002-A0059,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.354616185,0.000000000,0.000000000
CR-C01-002-A0060,CR-C01-002,DS04,cerro_rojo,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.368744851,0.000000000,0.000000000
