hole_id,dataset_id,project_id,campaign_id,depth_m,azimuth_deg,dip_deg
CR-C01-009,DS04,cerro_rojo,CAMPAIGN_01,250.000000000,325.000000001,-84.000000000
CR-C01-009,DS04,cerro_rojo,CAMPAIGN_01,300.000000000,325.000000001,-84.000000000
CR-C01-009,DS04,cerro_rojo,CAMPAIGN_01,314.281016836,325.000000001,-84.000000000
CR-C02-001,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,145.000000000,-78.929797422
CR-C02-001,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,145.000000000,-78.929797422
CR-C02-001,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,145.000000000,-78.929797422
CR-C02-001,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,145.000000000,-78.929797422
CR-C02-001,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,145.000000000,-78.929797422
CR-C02-001,DS04,cerro_rojo,CAMPAIGN_02,242.488666324,145.000000000,-78.929797422
CR-C02-002,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-85.000000000
CR-C02-002,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-85.000000000
CR-C02-002,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-85.000000000
CR-C02-002,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-85.000000000
CR-C02-002,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-85.000000000
CR-C02-002,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-85.000000000
CR-C02-002,DS04,cerro_rojo,CAMPAIGN_02,284.124780561,325.000000000,-85.000000000
CR-C02-003,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-83.698391265
CR-C02-003,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-83.698391265
CR-C02-003,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-83.698391265
CR-C02-003,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-83.698391265
CR-C02-003,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-83.698391265
CR-C02-003,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-83.698391265
CR-C02-003,DS04,cerro_rojo,CAMPAIGN_02,300.000000000,325.000000000,-83.698391265
CR-C02-003,DS04,cerro_rojo,CAMPAIGN_02,350.000000000,325.000000000,-83.698391265
CR-C02-003,DS04,cerro_rojo,CAMPAIGN_02,382.981706807,325.000000000,-83.698391265
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-79.103109245
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-79.103109245
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-79.103109245
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-79.103109245
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-79.103109245
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-79.103109245
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,300.000000000,325.000000000,-79.103109245
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,350.000000000,325.000000000,-79.103109245
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,400.000000000,325.000000000,-79.103109245
CR-C02-004,DS04,cerro_rojo,CAMPAIGN_02,435.867431005,325.000000000,-79.103109245
CR-C02-005,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,145.000000000,-79.159694546
CR-C02-005,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,145.000000000,-79.159694546
CR-C02-005,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,145.000000000,-79.159694546
CR-C02-005,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,145.000000000,-79.159694546
CR-C02-005,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,145.000000000,-79.159694546
CR-C02-005,DS04,cerro_rojo,CAMPAIGN_02,246.415777824,145.000000000,-79.159694546
CR-C02-006,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-85.000000000
CR-C02-006,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-85.000000000
CR-C02-006,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-85.000000000
CR-C02-006,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-85.000000000
CR-C02-006,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-85.000000000
CR-C02-006,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-85.000000000
CR-C02-006,DS04,cerro_rojo,CAMPAIGN_02,284.124780561,325.000000000,-85.000000000
CR-C02-007,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-82.673593340
CR-C02-007,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-82.673593340
CR-C02-007,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-82.673593340
CR-C02-007,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-82.673593340
CR-C02-007,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-82.673593340
CR-C02-007,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-82.673593340
CR-C02-007,DS04,cerro_rojo,CAMPAIGN_02,300.000000000,325.000000000,-82.673593340
CR-C02-007,DS04,cerro_rojo,CAMPAIGN_02,337.304799817,325.000000000,-82.673593340
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-78.929797422
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-78.929797422
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-78.929797422
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-78.929797422
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-78.929797422
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-78.929797422
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,300.000000000,325.000000000,-78.929797422
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,350.000000000,325.000000000,-78.929797422
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,400.000000000,325.000000000,-78.929797422
CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,429.977332648,325.000000000,-78.929797422
CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,145.000000000,-78.310630825
CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,145.000000000,-78.310630825
CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,145.000000000,-78.310630825
CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,145.000000000,-78.310630825
CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,145.000000000,-78.310630825
CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,232.685114740,145.000000000,-78.310630825
CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-85.000000000
CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-85.000000000
CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-85.000000000
CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-85.000000000
CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-85.000000000
CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-85.000000000
CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,264.200886599,325.000000000,-85.000000000
CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-81.398615141
CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-81.398615141
CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-81.398615141
CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-81.398615141
CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-81.398615141
CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-81.398615141
CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,295.707291123,325.000000000,-81.398615141
CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-75.774036101
CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-75.774036101
CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-75.774036101
CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-75.774036101
CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-75.774036101
CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-75.774036101
CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,300.000000000,325.000000000,-75.774036101
CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,347.984641236,325.000000000,-75.774036101
CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,145.000000000,-77.005383208
CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,145.000000000,-77.005383208
CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,145.000000000,-77.005383208
CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,145.000000000,-77.005383208
CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,145.000000000,-77.005383208
CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,230.000000000,145.000000000,-77.005383208
CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-85.000000000
CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-85.000000000
CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-85.000000000
CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-85.000000000
CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-85.000000000
CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,244.276992637,325.000000000,-85.000000000
CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-80.869823518
CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-80.869823518
CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-80.869823518
CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-80.869823518
CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-80.869823518
CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-80.869823518
CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,281.874414600,325.000000000,-80.869823518
CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-74.854293856
CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-74.854293856
CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-74.854293856
CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-74.854293856
CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-74.854293856
CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-74.854293856
CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,300.000000000,325.000000000,-74.854293856
CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,330.572132118,325.000000000,-74.854293856
CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,145.000000000,-75.379126011
CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,145.000000000,-75.379126011
CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,145.000000000,-75.379126011
CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,145.000000000,-75.379126011
CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,145.000000000,-75.379126011
CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,230.000000000,145.000000000,-75.379126011
CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-85.000000000
CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-85.000000000
CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-85.000000000
CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-85.000000000
CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-85.000000000
CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,232.322656260,325.000000000,-85.000000000
CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-80.537677792
CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-80.537677792
CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-80.537677792
CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-80.537677792
CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-80.537677792
CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-80.537677792
CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,273.979451091,325.000000000,-80.537677792
CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,0.000000000,325.000000000,-73.300755766
CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,50.000000000,325.000000000,-73.300755766
CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,100.000000000,325.000000000,-73.300755766
CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,150.000000000,325.000000000,-73.300755766
CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,200.000000000,325.000000000,-73.300755766
CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,250.000000000,325.000000000,-73.300755766
CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,300.000000000,325.000000000,-73.300755766
CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,305.567356214,325.000000000,-73.300755766
CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,0.000000000,90.000000000,-71.925397240
CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,40.000000000,90.000000000,-71.925397240
CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,80.000000000,90.000000000,-71.925397240
CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,120.000000000,90.000000000,-71.925397240
CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,160.000000000,90.000000000,-71.925397240
CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,200.000000000,90.000000000,-71.925397240
CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,240.000000000,90.000000000,-71.925397240
CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,280.000000000,90.000000000,-71.925397240
CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,296.406046069,90.000000000,-71.925397240
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,0.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,40.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,80.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,120.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,160.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,200.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,240.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,280.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,320.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,360.000000000,270.000000000,-76.504266719
CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,379.228963437,270.000000000,-76.504266719
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,0.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,40.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,80.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,120.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,160.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,200.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,240.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,280.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,320.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,360.000000000,0.000000000,-78.433310206
CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,395.110039845,0.000000000,-78.433310206
CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,0.000000000,180.000000000,-73.367883494
CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,40.000000000,180.000000000,-73.367883494
CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,80.000000000,180.000000000,-73.367883494
CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,120.000000000,180.000000000,-73.367883494
CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,160.000000000,180.000000000,-73.367883494
CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,200.000000000,180.000000000,-73.367883494
CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,240.000000000,180.000000000,-73.367883494
CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,280.000000000,180.000000000,-73.367883494
CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,290.261166922,180.000000000,-73.367883494
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,0.000000000,49.398705355,-75.345321882
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,40.000000000,49.398705355,-75.345321882
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,80.000000000,49.398705355,-75.345321882
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,120.000000000,49.398705355,-75.345321882
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,160.000000000,49.398705355,-75.345321882
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,200.000000000,49.398705355,-75.345321882
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,240.000000000,49.398705355,-75.345321882
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,280.000000000,49.398705355,-75.345321882
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,320.000000000,49.398705355,-75.345321882
CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,329.247075623,49.398705355,-75.345321882
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,0.000000000,229.398705355,-75.742468140
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,40.000000000,229.398705355,-75.742468140
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,80.000000000,229.398705355,-75.742468140
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,120.000000000,229.398705355,-75.742468140
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,160.000000000,229.398705355,-75.742468140
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,200.000000000,229.398705355,-75.742468140
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,240.000000000,229.398705355,-75.742468140
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,280.000000000,229.398705355,-75.742468140
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,320.000000000,229.398705355,-75.742468140
CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,336.993835551,229.398705355,-75.742468140
